Hu0,a,error,skew,median,duration,swp,r_value,p_value
0.604,0.064,212.5331792,-0.86976062,19.1,7.149310777,20.52932331,-0.0974358406,0.05179870505
0.604,0.068,237.8716378,-0.9991134961,19.9375,7.225104428,20.55466583,-0.1064426184,0.03353983219
0.604,0.072,218.5665511,-0.8388317271,19.3125,7.303383459,20.55395155,-0.1817054664,0.000263678863
0.604,0.076,239.4549328,-0.7763045166,20.0125,7.375250627,20.51912281,-0.2271837566,4.57E-06
0.604,0.08,265.3223846,-0.7417564102,20.83333333,7.468964077,20.54032917,-0.2374491943,1.61E-06
0.604,0.084,131.3336048,-0.3960561841,16.01666667,7.534628237,20.53144528,-0.2659105144,6.96E-08
0.604,0.088,123.8112505,-0.1710446993,15.7,7.582101086,20.53740417,-0.2445633763,7.61E-07
0.604,0.092,13.92682378,0.1266087206,8.3,7.61280284,20.51281537,-0.2930218753,2.43E-09
0.604,0.096,10.81636139,0.4795019287,7.883333333,7.646846282,20.55186667,-0.3326232545,9.21E-12
0.604,0.1,8.593695663,0.847027807,1.683333333,7.660401003,20.56413952,-0.2792406706,1.40E-08
0.604,0.104,9.579546426,1.26731128,1.583333333,7.684294069,20.53155388,-0.3055431491,4.55E-10
0.604,0.108,11.33496134,1.67810642,1.416666667,7.697577277,20.54241437,-0.2878554355,4.73E-09
0.604,0.112,14.55763571,2.531507364,1.316666667,7.715956558,20.55115288,-0.257863839,1.76E-07
0.604,0.116,18.6256966,3.331567044,1.266666667,7.730492899,20.52522556,-0.3247824105,2.97E-11
0.604,0.12,22.37971044,3.980560339,1.3,7.748036759,20.54246032,-0.2786488197,1.50E-08
0.604,0.124,21.42012272,3.980358437,1.45,7.766081871,20.53425647,-0.1973641865,7.21E-05
0.604,0.128,30.46850898,5.088932034,1.4,7.779281537,20.5400919,-0.1411811349,0.004722042812
0.604,0.132,22.94683662,4.182238837,1.433333333,7.794319131,20.55362991,-0.01628197186,0.7457614445
0.604,0.136,29.23283059,5.030497019,1.516666667,7.810776942,20.56112782,-0.05620345575,0.2627024919
0.604,0.14,44.49415526,6.549112284,1.6,7.819715957,20.53682957,0.0737401131,0.1414700204
0.604,0.144,21.77252033,4.199183899,1.65,7.840434419,20.5269883,0.1108614549,0.02680553853
0.604,0.148,22.55338616,4.357268993,1.716666667,7.850292398,20.50088972,0.100824321,0.0441380653
0.604,0.152,19.9294405,4.030078095,1.766666667,7.86908939,20.58705931,0.2915591533,2.94E-09
0.604,0.156,8.164785041,0.07893955428,1.816666667,7.882539683,20.49791145,0.6523730726,9.81E-50
0.604,0.16,8.111252925,-0.02355412885,1.85,7.899916458,20.53758563,0.6794119445,2.47E-55
0.604,0.164,11.76693747,2.740628797,1.95,7.90267335,20.53030075,0.4815158148,1.50E-24
0.604,0.168,7.277413471,0.01764111885,2,7.922222222,20.52912281,0.7130450434,3.37E-63
0.604,0.172,10.68264223,2.599170709,2.05,7.928320802,20.52050543,0.5390791697,1.86E-31
0.604,0.176,6.960783919,0.008968773408,2.066666667,7.940100251,20.5344528,0.732139079,3.43E-68
0.604,0.18,6.883466128,-0.05181919931,2.1,7.956725146,20.51053885,0.7442662234,1.37E-71
0.604,0.184,19.00807509,4.198775435,2.183333333,7.965416667,20.49518797,0.3721785382,1.38E-14
0.604,0.188,6.427082535,-0.0649446932,2.2,7.974269006,20.53415205,0.7411013815,1.10E-70
0.604,0.192,6.193072457,-0.0534246895,2.25,7.993567251,20.56630326,0.7581793234,9.78E-76
0.604,0.196,6.188236163,-0.09759602015,2.266666667,8.007101086,20.52409774,0.7696685029,2.23E-79
0.604,0.2,5.93113756,-0.06960893807,2.316666667,8.018796992,20.55326232,0.7763768925,1.33E-81
0.612,0,75.28479246,-0.4234163376,13.175,6.659294069,20.8647076,-0.1161057522,0.02035251136
0.612,0.004,77.22601882,-0.5272148626,13.275,6.663471178,20.87192565,-0.08350866938,0.09576089614
0.612,0.008,75.42088243,-0.2764890093,13.2,6.667744361,20.89750627,-0.1040694772,0.03771769345
0.612,0.012,86.50326725,-0.3798475224,13.8125,6.679628237,20.88619883,-0.07957941627,0.1124835627
0.612,0.016,83.65986595,-0.3388974267,13.6625,6.694126984,20.88528404,-0.0964954305,0.05411137321
0.612,0.02,95.52286075,-0.4270320981,14.2875,6.712339181,20.87649541,-0.1019442665,0.04182556821
0.612,0.024,101.0522776,-0.3839341042,14.575,6.736111111,20.89823308,-0.04218847776,0.4006591908
0.612,0.028,106.2723223,-0.3548265084,14.8375,6.755538847,20.90807853,-0.08169208127,0.1032277581
0.612,0.032,112.9795488,-0.3572264273,15.1625,6.795116959,20.89154135,-0.06422773645,0.2004589313
0.612,0.036,110.6658109,-0.3940081193,15.05,6.810609858,20.87276942,0.009723318413,0.8464747187
0.612,0.04,123.7438782,-0.3337384837,15.66666667,6.866833751,20.90409774,-0.01998362699,0.690659647
0.612,0.044,129.5121536,-0.4502514744,15.91666667,6.915037594,20.90105681,-0.062619007,0.2119890916
0.612,0.048,130.8827572,-0.5660135065,15.96666667,6.932497911,20.86286967,0.0469552037,0.3495291762
0.612,0.052,144.4384856,-0.5869750743,16.55,7.023475355,20.89001253,-0.09824366097,0.04987844061
0.612,0.056,153.113689,-0.689002063,16.9,7.097305764,20.87017126,-0.1057728086,0.03467704087
0.612,0.06,230.6900409,-0.8871342527,19.7125,7.198642439,20.89585213,-0.1481455663,0.003014008328
0.612,0.064,235.0669574,-0.8382244989,19.8625,7.26641604,20.88007937,-0.1561100523,0.00176174058
0.612,0.068,258.8438154,-0.9152136483,20.61666667,7.380284043,20.89889724,-0.09450508619,0.05928981129
0.612,0.072,234.2295268,-0.6898492796,19.85,7.442418546,20.84798663,-0.1578178375,0.001564967491
0.612,0.076,216.1387542,-0.4721640321,19.2625,7.517669173,20.89707602,-0.2165616727,1.28E-05
0.612,0.08,124.1155916,-0.1298876272,15.71666667,7.550772765,20.8616416,-0.2987028606,1.15E-09
0.612,0.084,13.04633921,0.1541498401,8.183333333,7.58531746,20.88224728,-0.2494498349,4.48E-07
0.612,0.088,6.10464146,0.5139116368,2.133333333,7.613074353,20.88817878,-0.266690541,6.35E-08
0.612,0.092,8.294596647,0.8430753362,1.733333333,7.633166249,20.89022974,-0.287151774,5.18E-09
0.612,0.096,10.39967633,1.445999043,1.491666667,7.649083333,20.90362573,-0.2743377103,2.45E-08
0.612,0.1,11.14205009,1.826555807,1.5,7.666165414,20.88524645,-0.2606457694,1.28E-07
0.612,0.104,13.72622677,2.458067883,1.4,7.683876358,20.87142857,-0.2360029826,1.87E-06
0.612,0.108,15.66835095,2.943834828,1.416666667,7.702923977,20.85656224,-0.2848275639,6.96E-09
0.612,0.112,19.36357023,3.630032154,1.416666667,7.721052632,20.90054302,-0.2419844406,1.00E-06
0.612,0.116,23.49271489,4.261519627,1.433333333,7.741269841,20.89378028,-0.2564605152,2.06E-07
0.612,0.12,33.36227765,5.45662561,1.483333333,7.748705096,20.88680451,-0.1604277944,0.001302905143
0.612,0.124,29.22174721,5.055179611,1.55,7.765747703,20.86935673,-0.08942760704,0.07437700622
0.612,0.128,40.83750415,6.217814052,1.566666667,7.776691729,20.8697452,0.1114162969,0.02604838292
0.612,0.132,63.8766339,8.022167989,1.65,7.7925,20.90531746,0.0946369674,0.05861604454
0.612,0.136,15.59671083,3.227005947,1.666666667,7.801837928,20.89701754,0.3254643745,2.68E-11
0.612,0.14,15.25849752,3.286921343,1.783333333,7.824561404,20.87473684,0.3474454098,9.19E-13
0.612,0.144,9.798611086,2.026474892,1.833333333,7.830659983,20.87672932,0.5298530916,2.93E-30
0.612,0.148,7.735536045,0.02936477225,1.9,7.846282373,20.90575606,0.6637747147,5.04E-52
0.612,0.152,10.93709804,2.613231797,2,7.852130326,20.88988304,0.4744533709,8.65E-24
0.612,0.156,7.235529192,0.01925949449,2,7.871846282,20.89974102,0.6926905204,2.61E-58
0.612,0.16,7.112472342,-0.01411808642,2.033333333,7.884126984,20.87545948,0.7021897982,1.54E-60
0.612,0.164,6.699840086,0.05977891829,2.1,7.897493734,20.87125313,0.713655444,2.37E-63
0.612,0.168,6.578098557,-0.1062013912,2.166666667,7.897827903,20.87835422,0.7040785014,5.40E-61
0.612,0.172,6.415383668,-0.08835794539,2.2,7.926083333,20.86895572,0.7227488316,7.62E-66
0.612,0.176,6.321338282,-0.00353353241,2.2,7.943943191,20.87426065,0.7365336123,2.11E-69
0.612,0.18,6.00561147,-0.001043012986,2.266666667,7.947117794,20.86077694,0.7421214536,5.64E-71
0.612,0.184,5.890499118,-0.08003687477,2.316666667,7.963074353,20.90179198,0.7621551998,5.67E-77
0.612,0.188,5.869230566,-0.05783277763,2.316666667,7.972096909,20.88518379,0.7719323714,4.04E-80
0.612,0.192,5.683630508,-0.1811149194,2.4,7.98320802,20.86448622,0.774464007,5.83E-81
0.612,0.196,5.598475791,-0.1207947863,2.4,7.988805347,20.8742523,0.7792629778,1.39E-82
0.612,0.2,5.547789223,-0.1735576867,2.433333333,8.004928989,20.88239766,0.7974168916,4.06E-89
0.62,0,61.83708617,-0.2990987302,12.375,6.73968254,21.23855054,-0.08251326913,0.09979715108
0.62,0.004,74.75686929,-0.3267414659,13.1625,6.737364244,21.24798663,-0.02781074629,0.579658575
0.62,0.008,64.24939885,-0.2262402821,12.5375,6.749786967,21.2312949,-0.03640249141,0.468391753
0.62,0.012,62.00210487,-0.1772352412,12.4,6.752999165,21.22888889,0.02118337306,0.6731291401
0.62,0.016,75.24322078,-0.1243811481,13.2125,6.762886383,21.20837093,0.004803078794,0.9238057227
0.62,0.02,81.92693111,-0.1961620341,13.5875,6.7803467,21.26234336,0.01468885381,0.7699006322
0.62,0.024,59.83402224,-0.05346470295,12.275,6.791917293,21.25299081,0.04705246301,0.3485308337
0.62,0.028,87.23134658,-0.1204914749,13.8875,6.825772765,21.21399749,0.01134829395,0.8212184622
0.62,0.032,84.24380672,-0.1533550291,13.725,6.859189641,21.25934002,0.02119008749,0.6730315153
0.62,0.036,113.5451286,-0.3062053659,15.2,6.896741855,21.20751462,0.06090034534,0.2248264734
0.62,0.04,130.4341613,-0.5456665901,15.95,6.953091061,21.23636591,-0.05803244448,0.2474622894
0.62,0.044,130.5164993,-0.6094363882,15.95,7.019101921,21.22743943,-0.01513208879,0.7631612021
0.62,0.048,202.8532919,-0.8566052715,18.7625,7.1060625,21.22747285,-0.07877381558,0.1157208971
0.62,0.052,222.3863052,-0.9840992252,19.425,7.189661654,21.24346282,-0.1226723895,0.01420809713
0.62,0.056,225.1208832,-0.9194596768,19.525,7.262301587,21.24423141,-0.1709352866,0.000605837781
0.62,0.06,213.4192966,-0.7001174533,19.15,7.337238931,21.2229741,-0.1953009976,8.61E-05
0.62,0.064,206.8848762,-0.5454824466,18.9375,7.405979167,21.23818296,-0.1863793406,0.0001776683526
0.62,0.068,193.6801791,-0.4784787365,18.475,7.462083333,21.22167084,-0.193092134,0.0001017450267
0.62,0.072,116.7001098,-0.04771032453,15.38333333,7.517418546,21.21339181,-0.22188426,7.67E-06
0.62,0.076,13.00817576,0.1935147434,8.183333333,7.551649958,21.23843358,-0.2755126962,2.21E-08
0.62,0.08,1.056941661,0.6072524345,5.625,7.579145833,21.25922306,-0.2359906991,1.82E-06
0.62,0.084,8.169275375,0.8868915425,1.758333333,7.609083333,21.22670008,-0.2648004484,7.63E-08
0.62,0.088,10.23097952,1.501167563,1.533333333,7.620133668,21.23037594,-0.2435824517,8.45E-07
0.62,0.092,12.04219175,2.012134901,1.433333333,7.642439432,21.22610693,-0.2896379058,3.77E-09
0.62,0.096,14.36285757,2.570486863,1.366666667,7.659983292,21.23871763,-0.2423370417,9.65E-07
0.62,0.1,18.20596725,3.378553915,1.366666667,7.676524645,21.2479198,-0.2573961834,1.85E-07
0.62,0.104,21.77404748,4.082580719,1.5,7.688888889,21.23147452,-0.2281887973,4.13E-06
0.62,0.108,21.13080615,4.003517079,1.516666667,7.699832916,21.23946951,-0.1806629783,0.0002863900769
0.62,0.112,45.61873125,6.613963565,1.533333333,7.715705931,21.22822891,-0.0947503106,0.05863045527
0.62,0.116,39.60108062,6.118007346,1.583333333,7.728905597,21.25365079,0.09765840554,0.05126359611
0.62,0.12,30.78351125,5.323609354,1.7,7.747034252,21.26105681,0.01504590206,0.7644702975
0.62,0.124,18.60396974,3.79682536,1.716666667,7.765831245,21.25330827,0.2531457514,2.98E-07
0.62,0.128,9.922232047,2.016705467,1.8,7.774185464,21.24635756,0.4954016537,4.25E-26
0.62,0.132,17.47940397,3.779836336,1.9,7.779365079,21.22692982,0.2238080664,6.36E-06
0.62,0.136,19.89595998,4.162628967,1.933333333,7.804177109,21.22648287,0.1646879499,0.0009603521583
0.62,0.14,9.917050957,2.324406021,1.983333333,7.8106934,21.22199248,0.4553886961,8.02E-22
0.62,0.144,7.112413753,-0.04563257801,2.033333333,7.828320802,21.24415622,0.6543726856,3.96E-50
0.62,0.148,6.785819393,0.09421959651,2.066666667,7.835004177,21.25535923,0.662308294,1.01E-51
0.62,0.152,6.547141251,-0.1116639354,2.166666667,7.845781119,21.2401462,0.6955013282,5.84E-59
0.62,0.156,6.291531837,0.03126083708,2.183333333,7.857477026,21.23634503,0.7082403514,5.24E-62
0.62,0.16,5.927166419,0.176369357,2.233333333,7.882873851,21.23755639,0.6830611389,3.90E-56
0.62,0.164,5.991639057,-0.02754138863,2.266666667,7.891645781,21.22521721,0.709964207,1.97E-62
0.62,0.168,5.874713761,-0.1062258273,2.316666667,7.902923977,21.22351295,0.72984695,1.44E-67
0.62,0.172,5.679799097,-0.07148112566,2.35,7.907936508,21.23408104,0.7249196031,2.97E-66
0.62,0.176,5.393334224,-0.009756263744,2.4,7.926065163,21.23121554,0.7394760858,3.17E-70
0.62,0.18,5.22245453,-0.0449208075,2.45,7.92898914,21.27101086,0.7446019655,1.09E-71
0.62,0.184,5.213722495,-0.08131372982,2.466666667,7.945446951,21.23167502,0.7727782879,2.12E-80
0.62,0.188,5.090267411,-0.03737518937,2.483333333,7.951378446,21.21873016,0.7647341638,8.67E-78
0.62,0.192,4.964376839,-0.08813826398,2.533333333,7.968755221,21.22383459,0.770584326,1.12E-79
0.62,0.196,5.078201326,-0.1105756299,2.516666667,7.982706767,21.24632414,0.7893370809,3.94E-86
0.62,0.2,4.917979286,-0.1772492184,2.583333333,7.996908939,21.23418964,0.7846855846,1.81E-84
0.628,0,46.36191435,0.02921495342,11.35,6.811800334,21.58291562,0.1632001753,0.001069202423
0.628,0.004,53.48461983,-0.0687565637,11.85,6.81088137,21.58803258,0.05819302152,0.2461543383
0.628,0.008,50.30515206,0.04049571891,11.6375,6.817577277,21.62378864,0.09979282385,0.04636213541
0.628,0.012,56.64997627,-0.1102478404,12.0625,6.824264829,21.59601504,0.09235732787,0.06533061158
0.628,0.016,51.74576752,-0.003500834603,11.7375,6.838450292,21.58258145,-0.0152117838,0.7619513096
0.628,0.02,62.32242198,-0.08466981232,12.4375,6.846361738,21.5984127,0.009191435446,0.8547771234
0.628,0.024,88.70627111,-0.2118393922,13.9625,6.874874687,21.55294486,0.01344636774,0.7888837348
0.628,0.028,89.16710798,-0.2404294816,13.9875,6.92066416,21.59918546,-0.02614705756,0.6025496449
0.628,0.032,119.8038905,-0.4317163261,15.48333333,6.959160401,21.56815789,0.05391946188,0.2826241307
0.628,0.036,155.2334638,-0.7689794854,16.975,7.032309942,21.58851295,-0.08189757197,0.1023606564
0.628,0.04,161.1892921,-0.6775906597,17.225,7.092042607,21.58529657,-0.1192553899,0.01716466627
0.628,0.044,216.7793289,-0.9586631248,19.2375,7.194235589,21.58373434,-0.1707053261,0.0006163732233
0.628,0.048,225.800344,-0.8951415994,19.55,7.250208855,21.59179198,-0.2073160764,3.00E-05
0.628,0.052,208.216278,-0.6419465938,18.975,7.31773183,21.60019215,-0.1454676943,0.00359003399
0.628,0.056,149.1187772,-0.4838198752,16.7625,7.366938179,21.59685046,-0.1729057175,0.0005221719628
0.628,0.06,133.5173693,-0.3390701996,16.11666667,7.456349206,21.57002924,-0.211181848,2.11E-05
0.628,0.064,18.55007342,0.01221045718,8.866666667,7.488492063,21.57928154,-0.2538664479,2.75E-07
0.628,0.068,12.25893917,0.2467428504,8.083333333,7.523182957,21.60247703,-0.2678770165,5.52E-08
0.628,0.072,5.611313687,0.5137753484,2.233333333,7.552610693,21.59586466,-0.2084537071,2.70E-05
0.628,0.076,7.006379226,0.9919928583,1.983333333,7.576002506,21.60858396,-0.1651041564,0.0009317857151
0.628,0.08,9.933559144,1.507274629,1.583333333,7.600668338,21.58414787,-0.2355936474,1.95E-06
0.628,0.084,11.45585013,1.953993867,1.5,7.612030075,21.60035505,-0.2412220324,1.09E-06
0.628,0.088,13.84898132,2.77560345,1.583333333,7.624310777,21.54336257,-0.2617991382,1.12E-07
0.628,0.092,19.91428524,3.757782661,1.45,7.642105263,21.56420217,-0.2337548503,2.36E-06
0.628,0.096,25.35565304,4.590946814,1.533333333,7.653467001,21.60618212,-0.2139082553,1.64E-05
0.628,0.1,37.72546156,5.918974147,1.533333333,7.671846282,21.57034252,-0.1109793682,0.02664306476
0.628,0.104,38.34636451,6.050556745,1.666666667,7.682623225,21.57479114,-0.04230500981,0.399358172
0.628,0.108,25.43586657,4.733011766,1.716666667,7.701169591,21.59547619,-0.01573037012,0.7540926494
0.628,0.112,43.59695463,6.560375669,1.766666667,7.707602339,21.5932665,0.207485323,2.95E-05
0.628,0.116,12.73658821,2.863098301,1.85,7.729072682,21.59024645,0.3292140534,1.54E-11
0.628,0.12,7.665396989,0.1245866808,1.883333333,7.743107769,21.60906433,0.5678961967,1.91E-35
0.628,0.124,7.516043673,0.01930139524,1.933333333,7.760233918,21.58502506,0.600184226,2.08E-40
0.628,0.128,7.009950223,0.008972893377,2.033333333,7.769924812,21.60079365,0.5794391027,3.72E-37
0.628,0.132,6.784678673,-0.01339705229,2.083333333,7.773517126,21.60407268,0.6311068799,1.02E-45
0.628,0.136,6.481725557,0.04123005505,2.133333333,7.791645781,21.58444027,0.6369325202,8.69E-47
0.628,0.14,6.200986717,0.07660951726,2.183333333,7.794569758,21.59271094,0.6614604547,1.50E-51
0.628,0.144,6.101341648,-0.03389452623,2.233333333,7.813700919,21.57756892,0.6742470015,3.23E-54
0.628,0.148,5.812617686,-0.04436542089,2.3,7.827736007,21.588868,0.6788807131,3.23E-55
0.628,0.152,5.74605252,-0.04884195134,2.316666667,7.833834586,21.55630326,0.7022849858,1.46E-60
0.628,0.156,5.663402949,-0.08899979329,2.35,7.855221387,21.58354219,0.7093446163,2.80E-62
0.628,0.16,5.334596944,0.0006916618822,2.4,7.868003342,21.60157059,0.7215377363,2.28E-65
0.628,0.164,5.230636503,-0.0278793305,2.433333333,7.876775272,21.58327068,0.7294143076,1.88E-67
0.628,0.168,5.185194908,-0.09627025322,2.466666667,7.886382623,21.60989975,0.735439505,4.25E-69
0.628,0.172,4.989126749,-0.09764112836,2.516666667,7.90267335,21.5983584,0.7429947692,3.17E-71
0.628,0.176,4.865105736,-0.09825819948,2.55,7.918379282,21.56503759,0.7611600191,1.16E-76
0.628,0.18,4.734644391,-0.04825242009,2.566666667,7.924227235,21.56620718,0.7681530738,6.94E-79
0.628,0.184,4.503809013,-0.06514399296,2.633333333,7.940016708,21.56954887,0.7738824777,9.12E-81
0.628,0.188,4.478054938,-0.04327800967,2.633333333,7.94325,21.60546366,0.7750267037,2.39E-81
0.628,0.192,4.59437245,-0.2464576581,2.683333333,7.951963241,21.5696533,0.7846521994,1.86E-84
0.628,0.196,4.433984717,-0.0838244699,2.666666667,7.978111947,21.63542189,0.7933605628,1.33E-87
0.628,0.2,4.301278773,-0.1252467766,2.716666667,7.97786132,21.61088137,0.8126272822,3.97E-95
0.636,0,52.44071201,-0.03706130595,11.7875,6.887865497,21.93226817,0.01647614655,0.7428356727
0.636,0.004,58.93124375,-0.04255870509,12.225,6.885396825,21.90621972,0.01204770067,0.8104028763
0.636,0.008,69.17088565,-0.1309789123,12.8625,6.893659148,21.94149958,0.0157615187,0.7536214212
0.636,0.012,89.45993927,-0.2643329842,14,6.905973267,21.93650794,-0.0480207048,0.3386906846
0.636,0.016,93.8330766,-0.3305513207,14.225,6.928575606,21.95181704,-0.02850918709,0.5701712162
0.636,0.02,116.1968154,-0.4676241051,15.3125,6.952882206,21.9193609,-0.0348766635,0.487251788
0.636,0.024,132.6011762,-0.6386980848,16.0375,6.999603175,21.93999582,-0.06514453934,0.194095543
0.636,0.028,160.0598767,-0.7115113539,17.175,7.042627402,21.94124896,-0.05388898431,0.2828966839
0.636,0.032,150.6421913,-0.6814670842,16.8,7.099958229,21.93137009,-0.03052608414,0.5431962759
0.636,0.036,174.3013468,-0.7898292295,17.725,7.177360067,21.92130326,-0.1307410911,0.008933477771
0.636,0.04,212.7013733,-0.8216897351,19.1125,7.240162907,21.91624896,-0.1141722104,0.02255459238
0.636,0.044,140.0094801,-0.5481957756,16.375,7.29875,21.94053885,-0.06566262299,0.190007356
0.636,0.048,133.7032096,-0.4244248903,16.11666667,7.358041667,21.92212615,-0.07208735534,0.1501199257
0.636,0.052,124.1930963,-0.1756866687,15.71666667,7.394507101,21.94964495,-0.1931259139,0.0001035187336
0.636,0.056,14.81257247,0.1066082584,8.416666667,7.453174603,21.92880117,-0.2545940175,2.54E-07
0.636,0.06,5.615791949,0.4154544755,6.9625,7.481871345,21.93408521,-0.2231093318,6.81E-06
0.636,0.064,5.781656756,0.7457202686,2.2,7.520551378,21.90309106,-0.1663468747,0.000851092181
0.636,0.068,7.143754286,1.055234794,1.966666667,7.545509607,21.9487051,-0.2013439817,5.10E-05
0.636,0.072,8.633996852,1.433943133,1.783333333,7.570175439,21.92324979,-0.1932837158,0.0001021505647
0.636,0.076,10.86502022,2.195302598,1.716666667,7.580116959,21.93460735,-0.1669508571,0.000814251145
0.636,0.08,14.68313979,2.982040549,1.6,7.594987469,21.92507519,-0.2193298748,9.81E-06
0.636,0.084,16.64628167,3.398728374,1.633333333,7.610860485,21.93435673,-0.1047780481,0.03642640794
0.636,0.088,29.62186524,5.150367253,1.616666667,7.625480368,21.9406015,-0.01638834904,0.7441581265
0.636,0.092,25.68163599,4.753416451,1.7,7.644110276,21.90735171,-0.0834757511,0.09589226271
0.636,0.096,31.08214375,5.379166,1.733333333,7.654720134,21.92539683,0.05853010388,0.2434244185
0.636,0.1,40.66830787,6.335280833,1.816666667,7.667084378,21.92119883,0.1542475869,0.002001976602
0.636,0.104,14.41843639,3.280584949,1.916666667,7.680618212,21.93295739,0.2737300167,2.74E-08
0.636,0.108,7.27853389,0.04591673487,1.966666667,7.692564745,21.94883041,0.5594310333,3.11E-34
0.636,0.112,6.974951149,0.09199636189,2.016666667,7.70802005,21.96015038,0.5541232193,1.72E-33
0.636,0.116,6.637221708,0.181691757,2.066666667,7.710860485,21.96620718,0.6012638301,1.39E-40
0.636,0.12,6.229998984,0.09499836263,2.166666667,7.732080201,21.95056391,0.5833518817,9.43E-38
0.636,0.124,6.308435237,0.0284142569,2.166666667,7.74619883,21.94319131,0.6117975485,2.47E-42
0.636,0.128,5.882399973,0.1337578975,2.233333333,7.752798663,21.92400167,0.6041656023,4.65E-41
0.636,0.132,5.671081711,-0.02342402903,2.316666667,7.762322473,21.95150376,0.6453693403,2.24E-48
0.636,0.136,5.585249479,-0.06580629604,2.35,7.781871345,21.93274854,0.6497586143,3.18E-49
0.636,0.14,5.383396374,-0.01852275091,2.383333333,7.795321637,21.9335213,0.682867224,4.30E-56
0.636,0.144,5.142223243,0.003032816929,2.433333333,7.802339181,21.9323726,0.6819355698,6.91E-56
0.636,0.148,4.974685482,-0.08395275192,2.5,7.811278195,21.94223058,0.6971444809,2.41E-59
0.636,0.152,4.890574976,-0.06631727286,2.516666667,7.826065163,21.93604845,0.6961513942,4.12E-59
0.636,0.156,4.845505329,-0.07649378005,2.533333333,7.841687552,21.94559315,0.7203668388,4.60E-65
0.636,0.16,4.578522676,-0.07626543038,2.6,7.848120301,21.95779031,0.7293698722,1.93E-67
0.636,0.164,4.54265497,-0.09221021088,2.616666667,7.860401003,21.93776107,0.728867276,2.64E-67
0.636,0.168,4.337481223,-0.02821468068,2.65,7.874603175,21.93261487,0.7633675343,2.35E-77
0.636,0.172,4.412801075,-0.169512463,2.683333333,7.883458647,21.96209273,0.7758422419,2.01E-81
0.636,0.176,4.167701553,-0.08050550323,2.716666667,7.897076023,21.94156224,0.7711107155,7.53E-80
0.636,0.18,4.234501629,-0.1614952975,2.733333333,7.912531328,21.92566834,0.7576457003,1.43E-75
0.636,0.184,4.120071042,-0.07453806206,2.733333333,7.925,21.94043442,0.7763398074,8.61E-82
0.636,0.188,4.100173441,-0.1420949266,2.766666667,7.934001671,21.9533208,0.7890881176,4.85E-86
0.636,0.192,4.01650252,-0.1980649249,2.816666667,7.946449457,21.9377193,0.7987860002,1.23E-89
0.636,0.196,3.910983794,-0.1639096093,2.833333333,7.954218881,21.94243943,0.7848407849,1.59E-84
0.636,0.2,3.702728735,-0.09279171637,2.866666667,7.967251462,21.94123225,0.8070613438,7.24E-93
0.644,0,75.79942696,-0.3492083543,13.2375,6.959607352,22.27487469,-0.09155471567,0.06771405308
0.644,0.004,105.1766496,-0.4524284408,14.7875,6.967188805,22.27389307,-0.07710274386,0.1241504109
0.644,0.008,106.0702989,-0.5163403005,14.825,6.977067669,22.27656642,-0.09747390289,0.05170686393
0.644,0.012,107.0660854,-0.3907405491,14.8875,6.998141186,22.24958229,-0.1283786376,0.01025985913
0.644,0.016,127.1297652,-0.6116399413,15.8,7.029156224,22.25975355,-0.05876832589,0.2415079631
0.644,0.02,126.9867719,-0.5657279832,15.8,7.066583124,22.30079365,-0.08025289709,0.1094647437
0.644,0.024,126.4306527,-0.5038946934,15.78333333,7.119047619,22.29440267,-0.07172631252,0.1526942173
0.644,0.028,154.6795205,-0.5945022062,16.975,7.165246449,22.30701754,-0.1371914206,0.006054991159
0.644,0.032,140.8961605,-0.530929376,16.4125,7.213638262,22.27648287,-0.07794104293,0.1201004904
0.644,0.036,160.5849029,-0.4684130949,17.225,7.270279866,22.23807435,-0.08524682751,0.08902592964
0.644,0.04,116.4346595,-0.09486896712,15.36666667,7.324770259,22.26060417,-0.1185572057,0.01783096924
0.644,0.044,105.2484544,-0.05158175839,14.8375,7.367752715,22.23955723,-0.139485842,0.005252223422
0.644,0.048,14.42034227,0.1240060741,8.366666667,7.422577277,22.2695071,-0.1705862676,0.0006218942712
0.644,0.052,3.366123649,0.4170851881,6.425,7.454824561,22.27648287,-0.1718521391,0.0005654710513
0.644,0.056,5.914766246,0.8726659945,2.183333333,7.488095238,22.2660401,-0.2074504143,2.96E-05
0.644,0.06,6.480824362,1.159995656,2.116666667,7.516875522,22.27664996,-0.1440722031,0.003928196916
0.644,0.064,8.629746672,1.756803631,1.9,7.539395833,22.26021303,-0.1518864278,0.002319755106
0.644,0.068,11.32751408,2.415871268,1.766666667,7.54845447,22.27779866,-0.1727513558,0.0005283172429
0.644,0.072,17.04264069,3.545521595,1.708333333,7.569333333,22.28086884,-0.1814643985,0.0002640184505
0.644,0.076,25.34148876,4.72567264,1.716666667,7.581871345,22.2549081,-0.1587380537,0.00146750148
0.644,0.08,29.90122447,5.245210174,1.716666667,7.598162072,22.29030911,-0.09875882695,0.04868517472
0.644,0.084,35.0276037,5.839496859,1.85,7.613032581,22.33496241,-0.1358636666,0.006568303985
0.644,0.088,12.4709363,2.892117821,1.916666667,7.629824561,22.29730576,0.1385444207,0.005569238125
0.644,0.092,9.490579652,2.220206516,1.983333333,7.63625731,22.28393901,0.2757102067,2.16E-08
0.644,0.096,7.388782001,1.378600861,2,7.650208855,22.29642022,0.440523908,2.26E-20
