,Hu0,a,error,skew,median,duration,r_value,p_value,swp
0,0.5,0,18.30091731,0.3829710877,12.17,5.475756057,0.06010514088,0.2309497925,15.85974937
1,0.5,0.004,18.29609286,0.2342962757,12.46666667,5.474193818,0.01263571892,0.8013375271,15.86665414
2,0.5,0.008,18.28854115,0.1427812082,12.62,5.47487051,-0.02931916162,0.5592620599,15.8655472
3,0.5,0.012,18.28887191,0.2184300898,12.48,5.479715957,-0.1219903113,0.01475969119,15.85767753
4,0.5,0.016,18.29051343,0.2311429132,12.47,5.484461153,-0.009102044752,0.8561740634,15.88102757
5,0.5,0.02,18.30556944,0.2835720054,12.48,5.488137009,-0.1083550188,0.0304663242,15.8648914
6,0.5,0.024,18.30802165,0.192266576,12.675,5.496407686,-0.1228017139,0.01410558116,15.883467
7,0.5,0.028,18.53609162,0.2385276608,12.62,5.505150376,-0.01329492924,0.7912062714,15.85885547
8,0.5,0.032,18.29040619,0.3142390113,12.48,5.515263158,-0.07491978108,0.1351948164,15.86170426
9,0.5,0.036,18.28755922,0.276407235,12.5,5.526954887,-0.1891644238,0.0001440700209,15.85678363
10,0.5,0.04,17.74046942,0.2262610365,12.77,5.53505848,-0.08524562586,0.08903045087,15.86282373
11,0.5,0.044,17.94164321,0.2469967427,12.85,5.557944862,-0.1109716233,0.02665371052,15.8630117
12,0.5,0.048,18.3144407,0.2365059278,12.97,5.570776942,-0.1400402555,0.005073219511,15.86182122
13,0.5,0.052,18.29122023,0.2887638437,12.88,5.589536341,-0.09859093294,0.04907141267,15.87051378
14,0.5,0.056,17.71126214,0.140568955,12.86,5.621019215,-0.1402776954,0.004998251844,15.87854637
15,0.5,0.06,17.9061741,0.119245881,13.125,5.650726817,-0.1415564611,0.004611398598,15.86973266
16,0.5,0.064,17.71714019,0.1556992304,12.73,5.657827903,0.01284014778,0.7981920573,15.87582289
17,0.5,0.068,17.35390639,0.1287982407,12.93,5.679536341,-0.09382884445,0.06113990362,15.87275689
18,0.5,0.072,17.02179364,0.118176477,12.7,5.71,-0.120755236,0.01580647118,15.87703425
19,0.5,0.076,17.29718656,-0.02601180367,13.1,5.733629908,-0.1615682929,0.001201594997,15.85823726
20,0.5,0.08,17.34217939,0.1597535186,12.8,5.773717627,-0.2697448556,4.42E-08,15.86524645
21,0.5,0.084,16.39662749,-0.1980029607,13.14,5.803291562,-0.1454089607,0.0036037171,15.86888053
22,0.5,0.088,17.9199405,0.1025581325,13.07,5.843746867,-0.2042770867,3.94E-05,15.8681203
23,0.5,0.092,17.32614885,-0.07442632981,13.29,5.877928154,-0.2192137687,9.92E-06,15.86288221
24,0.5,0.096,16.42962849,-0.101312501,13.275,5.911954887,-0.238478631,1.45E-06,15.85330827
25,0.5,0.1,17.89815087,-0.04755013382,13.4375,5.959010025,-0.3231462691,3.77E-11,15.86591896
26,0.5,0.104,17.90465013,0.1806623387,13.35,6.019561404,-0.2649177762,7.81E-08,15.85790309
27,0.5,0.108,17.34145358,0.2418989739,13.48,6.070822891,-0.2060295824,3.37E-05,15.88033417
28,0.5,0.112,18.29693299,0.3201317935,13.525,6.131975773,-0.26148547,1.16E-07,15.84609858
29,0.5,0.116,17.4548845,0.7655366005,13.325,6.181645781,-0.2471049065,5.79E-07,15.86666667
30,0.5,0.12,17.40248951,0.8324550272,13.36,6.250334169,-0.2910394625,3.14E-09,15.87959064
31,0.5,0.124,17.43334379,0.6716094811,13.48,6.326904762,-0.3228820733,3.92E-11,15.86021721
32,0.5,0.128,16.77680105,0.6030120881,13.78,6.434486216,-0.2189236021,1.02E-05,15.85561821
33,0.5,0.132,16.43259274,0.6542527702,13.7625,6.47946533,-0.1973347745,7.23E-05,15.87303676
34,0.5,0.136,16.42155414,0.2938805901,14.29,6.576520468,-0.190432753,0.0001296959454,15.85419382
35,0.5,0.14,17.99001292,0.1076816743,15.18333333,6.687372598,-0.1804414477,0.0002914457757,15.84955305
36,0.5,0.144,17.47515592,-0.1196807963,15.51666667,6.820008354,-0.144105684,0.003919757304,15.85679198
37,0.5,0.148,17.97208926,-0.07065964374,16.1,6.949565581,-0.1019869,0.04173959501,15.89531746
38,0.5,0.152,17.38660372,-0.5537416195,18,7.091027569,-0.2071319194,3.05E-05,15.86085631
39,0.5,0.156,18.05343896,-0.910123854,19.51875,7.225570833,-0.2061299658,3.26E-05,15.87637427
40,0.5,0.16,16.62159866,-1.144704247,21.45,7.338972431,-0.1823440137,0.0002506104555,15.84378028
41,0.5,0.164,18.23513516,-1.288096124,21.53333333,7.484866332,-0.2617848353,1.12E-07,15.88070593
42,0.5,0.168,17.98760845,-1.53648231,22.21666667,7.608604845,-0.2426137308,9.37E-07,15.86421053
43,0.5,0.172,17.3957062,-1.265583108,22.31666667,7.701566416,-0.2379400746,1.53E-06,15.88584795
44,0.5,0.176,18.18285576,-1.12166263,22.41666667,7.794966583,-0.2756327193,2.18E-08,15.89685881
45,0.5,0.18,18.00333048,-0.8074921071,22.18333333,7.8665,-0.3836790729,1.78E-15,15.87091896
46,0.5,0.184,18.01978671,-0.7173858463,22.33333333,7.912468672,-0.3863101443,1.19E-15,15.86934002
47,0.5,0.188,17.83925323,-0.4300503812,15.91666667,7.973520833,-0.4246298974,6.10E-19,15.88796992
48,0.5,0.192,18.00692687,-0.1335339753,15.73333333,8.008625731,-0.4358607695,6.24E-20,15.8716416
49,0.5,0.196,17.85625415,0.1192793294,8.333333333,8.030137845,-0.4431828667,1.26E-20,15.86535505
50,0.5,0.2,17.88191334,0.3268986819,8.083333333,8.063993317,-0.4350356513,7.46E-20,15.85039265
51,0.508,0,18.29512222,0.2826920238,12.39,5.568922306,-0.1291777513,0.009792852861,16.20468672
52,0.508,0.004,18.28430491,0.2590413719,12.4,5.568588137,-0.02081421558,0.6785049355,16.23029657
53,0.508,0.008,17.93916388,0.3465550522,12.25,5.570233918,-0.05258786863,0.2946978396,16.23784043
54,0.508,0.012,18.29656779,0.2748353077,12.43,5.574298246,-0.06023767597,0.2299211155,16.23757728
55,0.508,0.016,18.29315742,0.2685974617,12.5,5.577690058,-0.06364208992,0.204602435,16.24477861
56,0.508,0.02,18.28448203,0.2620357051,12.475,5.58654553,0.02760375756,0.5824843376,16.22944862
57,0.508,0.024,18.29264964,0.214074333,12.67,5.595948204,-0.05348037064,0.2865679504,16.24225564
58,0.508,0.028,17.93560457,0.2147552846,12.62,5.602932331,-0.03321517984,0.508244459,16.22353383
59,0.508,0.032,17.94467462,0.2425126033,12.6,5.610033417,0.02297596935,0.6472648766,16.23755221
60,0.508,0.036,18.29365217,0.3100291328,12.67,5.628855472,-0.002551160325,0.9594852157,16.2370802
61,0.508,0.04,17.91887303,0.2397097017,12.59,5.634657477,-0.09341884466,0.0622846146,16.21666249
62,0.508,0.044,18.28481481,0.361851194,12.31,5.652309942,-0.09596287346,0.05545868894,16.259825
63,0.508,0.048,17.91816511,0.1647590716,12.81,5.669390142,-0.0514708646,0.3050876987,16.25048454
64,0.508,0.052,18.29249591,0.2199128148,12.78,5.690509607,-0.1065677422,0.03333095705,16.22030911
65,0.508,0.056,17.35974029,0.1819912716,12.8,5.704490393,-0.148391319,0.00296559869,16.22781955
66,0.508,0.06,17.35831671,0.09508526655,12.93,5.726549708,-0.1579118752,0.001554741666,16.23284461
67,0.508,0.064,16.83145228,0.04011144725,12.97,5.754193818,-0.1860739912,0.0001855944866,16.25805764
68,0.508,0.068,17.32058544,-0.1804460722,13.18,5.792765246,-0.2250043367,5.66E-06,16.24511278
69,0.508,0.072,17.34346414,-0.1299978263,13.49,5.821562239,-0.11355925,0.02329445242,16.23709273
70,0.508,0.076,18.2759652,-0.0005942085075,13.225,5.842706767,-0.2148552134,1.50E-05,16.25356667
71,0.508,0.08,17.33550158,-0.1540930338,13.3375,5.881620718,-0.1947796004,9.00E-05,16.21677527
72,0.508,0.084,17.36854328,0.08190046532,13.1875,5.910292398,-0.1424713237,0.004351436248,16.27451963
73,0.508,0.088,17.3280038,0.04947664452,13.075,5.947781955,-0.1935741557,9.97E-05,16.2199457
74,0.508,0.092,17.35766058,0.04562266368,13.45,6.003007519,-0.1340198777,0.007345741931,16.20713033
75,0.508,0.096,17.91865722,0.1541113142,13.45,6.042318296,-0.2079139219,2.84E-05,16.20675856
76,0.508,0.1,18.16025788,0.2017005945,13.45,6.078362573,-0.2050437956,3.68E-05,16.22524227
77,0.508,0.104,17.91267532,0.2206753706,13.52,6.127573099,-0.3114701584,2.00E-10,16.2232122
78,0.508,0.108,18.1788064,0.7638329772,13.475,6.18836675,-0.3140340808,1.40E-10,16.25765664
79,0.508,0.112,16.74487885,0.6945104754,13.57,6.262309942,-0.2086781999,2.65E-05,16.24774018
80,0.508,0.116,18.32226499,0.7773524684,13.54,6.33091061,-0.1557182639,0.001809966736,16.22945698
81,0.508,0.12,17.32637907,0.7303978254,13.975,6.399001671,-0.1106078521,0.02715787006,16.23619048
82,0.508,0.124,16.45995775,0.3386467666,14.175,6.510877193,-0.2076421154,2.91E-05,16.23463241
83,0.508,0.128,16.69153633,0.4657136453,14.625,6.605739348,-0.1578752174,0.00155872059,16.22830827
84,0.508,0.132,17.39182885,0.1871399195,15.63333333,6.710914787,-0.1224961344,0.01434886961,16.22949457
85,0.508,0.136,15.51750613,-0.2262227433,16.03333333,6.815772765,-0.1556781515,0.001814971855,16.23379282
86,0.508,0.14,17.38975565,-0.2717969251,16,6.924774436,-0.1950124141,8.82E-05,16.23209691
87,0.508,0.144,16.47554667,-0.5480586982,17.75,7.062000835,-0.1834660118,0.0002291025128,16.23077277
88,0.508,0.148,18.0416208,-0.9067452491,18.9,7.202986633,-0.1962078502,7.97E-05,16.2323726
89,0.508,0.152,15.84833244,-1.11889583,21.325,7.316512114,-0.1773437328,0.0003714492508,16.23062239
90,0.508,0.156,17.42154815,-1.298778668,21.75,7.450793651,-0.2078517222,2.86E-05,16.24180451
91,0.508,0.16,17.554786,-1.550701134,21.98333333,7.580242272,-0.2486162769,4.91E-07,16.22242272
92,0.508,0.164,18.08890397,-1.301582517,22.21666667,7.6553467,-0.2837334591,7.99E-09,16.22744361
93,0.508,0.168,17.99913307,-1.086691039,22.36666667,7.771888053,-0.2954365932,1.77E-09,16.21360485
94,0.508,0.172,17.99452446,-1.02152511,22.58333333,7.852548037,-0.3439599155,1.60E-12,16.23973684
95,0.508,0.176,18.01552186,-0.7310572647,22.21666667,7.894979167,-0.3605608578,1.00E-13,16.25028404
96,0.508,0.18,17.85715477,-0.4323954281,16,7.947117794,-0.3563529425,2.17E-13,16.24385547
97,0.508,0.184,17.86086435,-0.1888239828,15.75,7.974582289,-0.4136944865,6.29E-18,16.22513367
98,0.508,0.188,17.86783451,0.1004191528,8.266666667,8.000960735,-0.4546467784,9.52E-22,16.24312448
99,0.508,0.192,17.88074337,0.4177887781,8.066666667,8.027903091,-0.4647931005,8.90E-23,16.23533333
100,0.508,0.196,17.88370066,0.6833555274,1.483333333,8.053216374,-0.4417060155,1.75E-20,16.22736007
101,0.508,0.2,17.87496535,1.055555735,1.266666667,8.068671679,-0.4715410237,1.76E-23,16.23431495
102,0.516,0,18.53276626,0.2773205028,12.22,5.660714286,0.07324409135,0.1441742308,16.5954553
103,0.516,0.004,18.30247255,0.3941720289,12.12,5.659573935,-0.03885437151,0.4389468704,16.6023183
104,0.516,0.008,18.31479016,0.3481674274,12.34,5.660614035,0.0555595662,0.2682182759,16.61115706
105,0.516,0.012,17.93662742,0.1485257497,12.43,5.664373434,0.04005211306,0.4249572471,16.60792398
106,0.516,0.016,18.28040833,0.09501242873,12.47,5.669578112,-0.05735373397,0.2530441105,16.60634085
107,0.516,0.02,18.3050592,0.2323812466,12.3,5.676503759,-0.04180655516,0.4049409016,16.61110276
108,0.516,0.024,18.28083186,0.164235986,12.15,5.676942356,0.01018184701,0.8393309033,16.5963868
109,0.516,0.028,17.90633227,-0.07575285357,12.73,5.688951546,-0.09522169017,0.0573800527,16.59818713
110,0.516,0.032,17.93556911,0.1012823076,12.52,5.703253968,-0.06282867853,0.2104598355,16.6209315
111,0.516,0.036,18.53655313,0.002698950394,12.99,5.7179198,-0.0855947916,0.08772443891,16.63281955
112,0.516,0.04,18.27861467,0.02857421315,12.67,5.72716792,-0.1222482069,0.01454895972,16.60318296
113,0.516,0.044,17.90133719,-0.1588965974,13.06,5.746954887,-0.1514727076,0.002415783596,16.61093567
114,0.516,0.048,17.05567729,0.02938300235,13.04,5.766441103,-0.1630342843,0.001082019516,16.59842105
115,0.516,0.052,17.33220529,-0.2159803753,13.12,5.788893066,-0.207556059,2.93E-05,16.60247285
116,0.516,0.056,17.89166833,-0.2021379244,13.1125,5.816850459,-0.1468077117,0.003290368068,16.59206767
117,0.516,0.06,17.07342448,0.04795559617,13.24,5.835793651,-0.1012876859,0.04316857459,16.59664578
118,0.516,0.064,17.90419142,-0.07522362043,12.98,5.859431913,-0.1074437772,0.03189938149,16.59442356
119,0.516,0.068,17.31658958,-0.02570794571,13.0125,5.883625731,-0.1555066568,0.001836513776,16.60206767
120,0.516,0.072,17.91340275,-0.1178355646,13.38,5.915300752,-0.07103603077,0.156693084,16.61662072
121,0.516,0.076,18.17537677,-0.02871428084,13.29,5.951854637,-0.08106046286,0.1059294387,16.57975773
122,0.516,0.08,17.93261689,-0.1547213748,13.55,5.979686717,-0.1526308247,0.002234416205,16.60708438
123,0.516,0.084,17.9110639,-0.09262785982,13.4,6.036666667,-0.1768704543,0.0003853378645,16.59272348
124,0.516,0.088,17.91768224,0.1354566437,13.3,6.063032581,-0.1391497704,0.005363478696,16.61197577
125,0.516,0.092,17.75064221,0.3631790514,13.56,6.11179198,-0.2574748879,1.84E-07,16.60948622
126,0.516,0.096,18.32142402,0.3285932187,13.49,6.157848789,-0.2212617641,8.15E-06,16.59555138
127,0.516,0.1,17.34958864,0.4822516129,13.67,6.223354219,-0.1006699609,0.04446506889,16.60938179
128,0.516,0.104,17.33683769,0.5475367433,13.64,6.273467001,-0.2292272059,3.72E-06,16.60617794
129,0.516,0.108,17.93308998,0.6556023483,13.95,6.355584795,-0.107927979,0.0311308964,16.59017962
130,0.516,0.112,17.59288874,0.7587031281,13.9375,6.41352548,-0.1908515351,0.0001252534111,16.6033751
131,0.516,0.116,17.27576222,0.2917079826,14.33,6.509711779,-0.2178455121,1.13E-05,16.60195071
132,0.516,0.12,17.2943492,0.1827211614,14.86,6.566837928,-0.1710289135,0.0006015963658,16.59929407
133,0.516,0.124,16.9457134,0.09672544903,15.61666667,6.708391813,-0.1306603005,0.0089761877,16.58650376
134,0.516,0.128,17.35634651,0.003226470674,15.95,6.830192147,-0.2232351736,6.73E-06,16.61329574
135,0.516,0.132,16.34860396,-0.3203734448,16.9625,6.912301587,-0.127723726,0.01065720798,16.5865873
136,0.516,0.136,16.32121038,-0.9639558087,18.275,7.060012531,-0.1565458084,0.001709486722,16.5855848
137,0.516,0.14,17.45492701,-0.8397530028,19.85,7.180279866,-0.08180658073,0.1027438939,16.58959482
138,0.516,0.144,16.52254942,-1.161548371,21.33333333,7.302151211,-0.2051516393,3.64E-05,16.59484545
139,0.516,0.148,16.57624133,-1.39342568,21.81666667,7.416808688,-0.2191711337,9.96E-06,16.61224728
140,0.516,0.152,17.42288821,-1.481701829,21.98333333,7.542314119,-0.2432034168,8.80E-07,16.58106934
141,0.516,0.156,17.36525982,-1.459103573,22.15,7.647096909,-0.2514878227,3.59E-07,16.60233083
142,0.516,0.16,17.42459416,-1.159613055,22,7.73283208,-0.33384191,7.65E-12,16.59516708
143,0.516,0.164,17.58938822,-1.036986001,22.35,7.808876358,-0.3229039045,3.91E-11,16.60884712
144,0.516,0.168,18.01660612,-0.718568529,22.16666667,7.863512949,-0.3783423083,5.02E-15,16.58620301
145,0.516,0.172,18.02573098,-0.5672755104,19.0875,7.908855472,-0.3706893448,1.92E-14,16.61690058
146,0.516,0.176,18.01748791,-0.266215424,15.85,7.94925,-0.3943716454,2.46E-16,16.58331662
147,0.516,0.18,18.02610868,0.09484731868,8.283333333,7.967000835,-0.4048316219,3.62E-17,16.59604845
148,0.516,0.184,17.87512948,0.2830712249,8.166666667,8.002339181,-0.4219848821,1.17E-18,16.58649123
149,0.516,0.188,18.01880252,0.6961382678,1.683333333,8.017627402,-0.4749203028,7.71E-24,16.62669173
150,0.516,0.192,17.88706788,1.011097892,1.166666667,8.036842105,-0.461423227,1.97E-22,16.61528404
151,0.516,0.196,17.87967722,1.484453936,1.083333333,8.056558062,-0.4159840118,3.97E-18,16.6198914
152,0.516,0.2,18.06541993,1.856559374,1,8.073684211,-0.4849740903,6.27E-25,16.61933584
153,0.524,0,17.93925696,0.04678484623,12.49,5.748375104,-0.03898974467,0.4373526228,16.95684211
154,0.524,0.004,18.30966574,0.02786436735,12.7,5.749774436,-0.04191263175,0.4037489582,16.97050961
155,0.524,0.008,18.30204462,0.003663174384,12.72,5.752050961,-0.05879898804,0.241262062,16.97021721
156,0.524,0.012,18.27890719,-0.03658123181,12.68,5.754632414,-0.0543400193,0.2788812965,16.97572682
157,0.524,0.016,17.91930861,-0.04905892466,12.59,5.760672515,-0.09461216863,0.05900113935,16.95871345
158,0.524,0.02,17.92403615,0.007985867528,12.54,5.765359231,0.01236146965,0.8055623325,16.98051796
159,0.524,0.024,17.31917325,-0.07063909457,12.53,5.775233918,-0.05492963384,0.2736906942,16.97057226
160,0.524,0.028,17.91909001,-0.009544688942,12.66,5.7839599,-0.08021552229,0.1096305834,16.97547201
161,0.524,0.032,17.33789867,-0.1922337182,13.01,5.801148705,-0.04336696714,0.3876190659,16.94328739
162,0.524,0.036,17.331829,-0.2432407281,13.05,5.818563074,0.0380842176,0.448079777,16.95486216
163,0.524,0.04,17.92864332,-0.05036534927,12.9,5.827527151,-0.0724077394,0.1488230009,16.96555556
164,0.524,0.044,17.89448229,-0.09580355057,12.77,5.841833751,-0.0282143121,0.5741676866,16.97344612
165,0.524,0.048,17.95313108,-0.06808437304,12.96,5.85628655,-0.01583053512,0.7525776389,16.97562657
166,0.524,0.052,17.91267823,-0.08060556248,12.96,5.885133668,-0.09061514118,0.07059427055,16.97996658
167,0.524,0.056,17.36819254,-0.07348937512,13.2,5.904845447,-0.04208033125,0.401868856,16.96197995
168,0.524,0.06,17.03093739,-0.1131139081,13.1125,5.928295739,-0.05584974499,0.2657227678,16.98434837
169,0.524,0.064,17.92175963,-0.02350199711,12.925,5.954561404,-0.1790733767,0.0003245593679,16.97988304
170,0.524,0.068,17.36078229,-0.1450110265,13.14,5.989536341,-0.2005444319,5.48E-05,16.95787803
171,0.524,0.072,17.93876897,-0.07189682581,13.125,6.018847118,-0.2664141538,6.56E-08,16.96880117
172,0.524,0.076,17.9454569,0.1297737399,13.425,6.058283208,-0.2847770791,7.00E-09,16.9649081
173,0.524,0.08,17.38355518,0.04959747194,13.37,6.086428571,-0.1307658087,0.008920447002,16.96862573
174,0.524,0.084,18.11512695,0.4946141572,13.3625,6.133258145,-0.1188881035,0.0175124178,16.95407268
175,0.524,0.088,18.31186899,0.3260502579,13.75,6.182209691,-0.2069768364,3.09E-05,16.9714411
176,0.524,0.092,16.06678791,0.2262440952,13.86,6.237025898,-0.1896627871,0.0001382524073,16.96241019
177,0.524,0.096,18.3169147,0.7642515454,13.7875,6.297192982,-0.08889668417,0.07612076207,16.95559733
178,0.524,0.1,14.68198351,0.1191818152,13.975,6.344076859,-0.2193515103,9.79E-06,16.96307018
179,0.524,0.104,16.66454998,0.2170830512,14.2875,6.424711779,-0.1971171204,7.37E-05,16.99159566
180,0.524,0.108,16.32473774,0.2933030358,14.3625,6.480463659,-0.09795893017,0.0505483729,16.95035088
181,0.524,0.112,15.95383953,0.2575445982,15.025,6.578796992,-0.07299855192,0.1455273854,16.96190476
182,0.524,0.116,14.83891224,-0.2499689808,15.51,6.653483709,-0.2280468819,4.19E-06,16.98802423
183,0.524,0.12,13.85102262,-0.1060202148,15.98333333,6.752172097,-0.1247446921,0.01264181262,16.98243943
184,0.524,0.124,16.26947356,-0.4903763678,16.9625,6.876140351,-0.09275731167,0.06416880194,16.9799457
185,0.524,0.128,14.92789181,-0.6361709396,17.375,6.992105263,-0.1228012847,0.01410592029,16.94622807
186,0.524,0.132,15.10468871,-0.7535483531,18.4,7.098976608,-0.1193242006,0.01710019089,16.96051378
187,0.524,0.136,15.95712889,-1.159541345,21.1875,7.276917293,-0.1651736939,0.000927090167,16.9518254
188,0.524,0.14,17.28809804,-1.319115147,21.28333333,7.361173768,-0.1883703595,0.0001538161369,16.98800334
189,0.524,0.144,16.36397948,-1.408172569,21.66666667,7.492376775,-0.223081607,6.83E-06,16.953066
190,0.524,0.148,15.13924467,-1.365304084,21.93333333,7.598976608,-0.2258995633,5.18E-06,16.96232247
191,0.524,0.152,17.40532164,-1.122171632,22.13333333,7.671929825,-0.3082883932,3.12E-10,16.97334586
192,0.524,0.156,17.91254156,-1.068131334,22.23333333,7.774728488,-0.3069906896,3.73E-10,16.96865497
193,0.524,0.16,18.0144448,-0.8298341811,22.35,7.825250627,-0.3514860844,4.80E-13,16.95493317
194,0.524,0.164,17.84063816,-0.513974741,22,7.877589808,-0.3634284706,6.66E-14,16.9778875
195,0.524,0.168,17.8666546,-0.2332156597,15.76666667,7.910547201,-0.4114920736,9.77E-18,16.96127402
196,0.524,0.172,17.85451877,0.09716797046,8.233333333,7.929741019,-0.4362955907,5.68E-20,16.9721345
197,0.524,0.176,18.01665237,0.3071807547,8.116666667,7.962406015,-0.425759465,5.33E-19,16.97312083
198,0.524,0.18,18.01890312,0.6719276152,1.683333333,7.976190476,-0.4276755716,3.57E-19,16.9578279
199,0.524,0.184,17.85955963,0.9811385441,1.383333333,8.001837928,-0.4496376832,2.98E-21,16.97578947
200,0.524,0.188,17.43978838,1.350365004,1.216666667,8.025898079,-0.4643413442,9.91E-23,16.94754386
201,0.524,0.192,17.90428594,1.564774425,1.141666667,8.046333333,-0.4874988076,2.87E-25,16.94823308
202,0.524,0.196,17.89993815,2.186627764,1.033333333,8.054553049,-0.4713044334,1.86E-23,16.97091479
203,0.524,0.2,17.60793272,2.774917727,1.016666667,8.074853801,-0.4392834213,2.97E-20,16.96887218
204,0.532,0,17.92476389,-0.09294041354,12.47,5.83924812,0.08160963389,0.1035772895,17.31030911
205,0.532,0.004,17.94179542,-0.05625355485,12.37,5.840104428,-0.01410309828,0.7788336491,17.32703843
206,0.532,0.008,17.92356513,-0.06872507517,12.53,5.840764411,0.05285995467,0.2922032278,17.33435673
207,0.532,0.012,17.93355873,0.01585198882,12.64,5.845363409,-0.01817265039,0.7174346527,17.33466583
208,0.532,0.016,17.91831736,-0.07557180431,12.67,5.850701754,0.02872939977,0.567195295,17.33794904
209,0.532,0.02,17.91478313,-0.07797642582,12.4875,5.859172932,0.07967702597,0.1120420274,17.32845029
210,0.532,0.024,17.93551085,-0.06364605375,12.68,5.866002506,0.07419628417,0.1390175002,17.30430242
211,0.532,0.028,18.27705984,-0.2174292045,12.9,5.877092732,0.003366139196,0.9465595589,17.32114035
212,0.532,0.032,18.30061305,-0.04028455382,12.74,5.8910401,0.04421726034,0.3783725114,17.32199666
213,0.532,0.036,17.36909918,-0.1452234158,12.7125,5.904987469,-0.003193125808,0.9493025143,17.34227235
214,0.532,0.04,17.36160957,-0.1563197351,12.87,5.911766917,-0.006299939722,0.9001691799,17.32377611
215,0.532,0.044,18.31154235,-0.03866966173,12.7625,5.933182957,-0.03972867926,0.4287091555,17.33420635
216,0.532,0.048,17.9321943,-0.05738679525,12.99,5.954373434,-0.1150225184,0.02156198469,17.31058897
217,0.532,0.052,17.93562462,-0.08792461889,13.09,5.986441103,-0.131285906,0.008650152637,17.33998747
218,0.532,0.056,17.91967115,-0.02685497179,13.12,6.007606516,-0.2232708416,6.71E-06,17.3032665
219,0.532,0.06,18.54459859,-0.1523191306,13.3875,6.026716792,-0.034332204,0.4940791704,17.34104428
220,0.532,0.064,17.66873883,0.2108189781,13.3,6.055438596,-0.1186724518,0.01771945378,17.31973266
221,0.532,0.068,17.46462361,0.2232667184,13.4875,6.092142857,-0.147034891,0.003241876088,17.33524227
222,0.532,0.072,17.64872793,0.08011240961,13.6,6.128813701,-0.182925184,0.0002392447708,17.35470343
223,0.532,0.076,18.30998779,0.3405566218,13.55,6.166608187,-0.1357393446,0.006618308571,17.34172932
224,0.532,0.08,17.40095687,0.4757471698,13.8875,6.213149541,-0.04424567708,0.3780658472,17.31923977
225,0.532,0.084,16.04689753,0.3309915616,13.925,6.260384294,-0.1690602659,0.0006968379752,17.3355848
226,0.532,0.088,16.39913034,0.4075890544,13.7625,6.305835422,-0.1677898605,0.0007655169812,17.30860067
227,0.532,0.092,14.87093257,0.3313384792,13.81875,6.339483333,-0.1906210209,0.0001251982691,17.32802005
228,0.532,0.096,16.94064466,0.3971855896,14.2375,6.431520468,-0.2175659755,1.16E-05,17.33777778
229,0.532,0.1,16.43139883,0.3176558731,14.96,6.511963241,-0.1142668343,0.02244221103,17.31452381
230,0.532,0.104,12.77403284,-0.1304656061,15.5125,6.593095238,-0.22454438,5.92E-06,17.30256057
231,0.532,0.108,15.06406223,-0.06976251176,15.9125,6.66663325,-0.1686065566,0.0007206827199,17.3319716
232,0.532,0.112,12.85026423,-0.2828491841,15.7875,6.749394319,-0.1331401531,0.007744877051,17.2912406
233,0.532,0.116,16.29823997,-0.2007444795,16.225,6.829360902,-0.1071313676,0.032403764,17.33608605
234,0.532,0.12,14.97698426,-0.7597389263,18.025,6.977046784,-0.1165622131,0.01986078201,17.32570175
235,0.532,0.124,16.22514085,-0.7865891761,19.175,7.116144528,-0.1250247966,0.01244223674,17.32397243
236,0.532,0.128,15.10848004,-1.159779509,20.6375,7.215893901,-0.1789759849,0.0003270456585,17.31530493
237,0.532,0.132,17.18802078,-1.33932311,21.36666667,7.340016708,-0.2251406368,5.59E-06,17.34069758
238,0.532,0.136,16.4251896,-1.496885815,21.63333333,7.470604167,-0.2235871559,6.33E-06,17.30985833
239,0.532,0.14,16.92251046,-1.415394266,22.05,7.570676692,-0.250114579,4.17E-07,17.31694653
240,0.532,0.144,16.95944181,-1.42175068,22.23333333,7.663324979,-0.2623549473,1.05E-07,17.31408939
241,0.532,0.148,17.93040163,-1.110372907,22.28333333,7.729636591,-0.2941304329,2.10E-09,17.33540417
242,0.532,0.152,17.83465516,-0.9091017675,22.33333333,7.799644946,-0.3019180414,7.45E-10,17.32677945
243,0.532,0.156,17.94443563,-0.6430576997,22.03333333,7.851274018,-0.3367839794,4.88E-12,17.308066
244,0.532,0.16,17.85893515,-0.2297702603,15.83333333,7.868567251,-0.3682540941,2.93E-14,17.31041771
245,0.532,0.164,17.86072513,0.02995836102,15.41666667,7.902172097,-0.3778818506,5.44E-15,17.31954052
246,0.532,0.168,17.86159182,0.4057808179,8.016666667,7.927916667,-0.4270769676,3.65E-19,17.33114035
247,0.532,0.172,17.86852051,0.7097389228,7.85,7.952715121,-0.4807964848,1.80E-24,17.30540518
248,0.532,0.176,17.87428946,0.9646061077,1.316666667,7.969924812,-0.4496347394,2.98E-21,17.33760234
249,0.532,0.18,17.87208008,1.419932422,1.25,7.987719298,-0.4523341826,1.62E-21,17.30944444
250,0.532,0.184,17.46488272,1.844697531,1.066666667,8.009440267,-0.491691182,1.12E-25,17.3192375
251,0.532,0.188,17.44454837,2.287419817,1.066666667,8.024143693,-0.4525467095,1.54E-21,17.33409357
252,0.532,0.192,17.60423599,3.032332199,1.033333333,8.03968254,-0.4014325478,6.99E-17,17.31789474
253,0.532,0.196,17.62759346,3.369458681,1.083333333,8.061319967,-0.421347358,1.33E-18,17.33104428
254,0.532,0.2,17.46312917,3.702432067,1.116666667,8.081035923,-0.4206130732,1.55E-18,17.34373851
